"state","Pop_density","Month","Temperature"
"DE",194.926704883575,"June",21.7000007629395
"DE",194.926704883575,"July",24.2999992370605
"DE",194.926704883575,"August",23.3999996185303
"DE",194.926704883575,"September",19.8999996185303
"DE",194.926704883575,"October",13.8999996185303
"DE",194.926704883575,"November",8.30000019073486
"DE",194.926704883575,"December",3
"DC",2018.81121826172,"January",0.400000005960464
"DC",2018.81121826172,"February",1.89999997615814
"DC",2018.81121826172,"March",6.69999980926514
"DC",2018.81121826172,"April",12.1999998092651
"DC",2018.81121826172,"May",17.7000007629395
"DC",2018.81121826172,"June",22.3999996185303
"DC",2018.81121826172,"July",24.7999992370605
"DC",2018.81121826172,"August",24
"DC",2018.81121826172,"September",20.1000003814697
"DC",2018.81121826172,"October",13.6999998092651
"DC",2018.81121826172,"November",8.10000038146973
"DC",2018.81121826172,"December",2.70000004768372
"FL",179.571855181112,"January",14.1999998092651
"FL",179.571855181112,"February",15.1999998092651
"FL",179.571855181112,"March",18
"FL",179.571855181112,"April",20.8999996185303
"FL",179.571855181112,"May",24
"FL",179.571855181112,"June",26.5
"FL",179.571855181112,"July",27.2999992370605
"FL",179.571855181112,"August",27.3999996185303
"FL",179.571855181112,"September",26.2000007629395
"FL",179.571855181112,"October",22.7000007629395
"FL",179.571855181112,"November",18.5
"FL",179.571855181112,"December",15.3000001907349
"GA",79.0976684320846,"January",7.80000019073486
"GA",79.0976684320846,"February",9.60000038146973
"GA",79.0976684320846,"March",13.6999998092651
"GA",79.0976684320846,"April",17.8999996185303
"GA",79.0976684320846,"May",22
"GA",79.0976684320846,"June",25.5
"GA",79.0976684320846,"July",26.8999996185303
"GA",79.0976684320846,"August",26.5
"GA",79.0976684320846,"September",23.7999992370605
"GA",79.0976684320846,"October",18.2999992370605
"GA",79.0976684320846,"November",13.3000001907349
"GA",79.0976684320846,"December",9.19999980926514
"HI",106.001336207004,"January",18
"HI",106.001336207004,"February",18
"HI",106.001336207004,"March",18.1999998092651
"HI",106.001336207004,"April",18.6500005722046
"HI",106.001336207004,"May",19.1000003814697
"HI",106.001336207004,"June",19.7999992370605
"HI",106.001336207004,"July",20.3499994277954
"HI",106.001336207004,"August",21
"HI",106.001336207004,"September",21
"HI",106.001336207004,"October",20.5500001907349
"HI",106.001336207004,"November",19.6500005722046
"HI",106.001336207004,"December",18.5500001907349
"ID",9.07903651200103,"January",-6.59999990463257
"ID",9.07903651200103,"February",-4.19999980926514
"ID",9.07903651200103,"March",-0.5
"ID",9.07903651200103,"April",4.19999980926514
"ID",9.07903651200103,"May",8.89999961853027
"ID",9.07903651200103,"June",13.3000001907349
"ID",9.07903651200103,"July",17.2999992370605
"ID",9.07903651200103,"August",16.6000003814697
"ID",9.07903651200103,"September",11.6999998092651
"ID",9.07903651200103,"October",6.19999980926514
"ID",9.07903651200103,"November",-0.600000023841858
"ID",9.07903651200103,"December",-5.59999990463257
"IL",116.182444722392,"January",-4.40000009536743
"IL",116.182444722392,"February",-1.79999995231628
"IL",116.182444722392,"March",4.30000019073486
"IL",116.182444722392,"April",11.1999998092651
"IL",116.182444722392,"May",17
"IL",116.182444722392,"June",22.2000007629395
"IL",116.182444722392,"July",24.2000007629395
"IL",116.182444722392,"August",22.8999996185303
"IL",116.182444722392,"September",19.1000003814697
"IL",116.182444722392,"October",12.6999998092651
"IL",116.182444722392,"November",5.30000019073486
"IL",116.182444722392,"December",-1.55000001192093
"IN",77.1452939735269,"January",-4.09999990463257
"IN",77.1452939735269,"February",-1.79999995231628
"IN",77.1452939735269,"March",4
"IN",77.1452939735269,"April",10.3999996185303
"IN",77.1452939735269,"May",16.2000007629395
"IN",77.1452939735269,"June",21.2000007629395
"IN",77.1452939735269,"July",23.2000007629395
"IN",77.1452939735269,"August",21.8999996185303
"IN",77.1452939735269,"September",18.3999996185303
"IN",77.1452939735269,"October",11.8999996185303
"IN",77.1452939735269,"November",5.30000019073486
"IN",77.1452939735269,"December",-1.20000004768372
"IA",22.3963071865629,"January",-8.10000038146973
"IA",22.3963071865629,"February",-5.09999990463257
"IA",22.3963071865629,"March",1.60000002384186
"IA",22.3963071865629,"April",9.30000019073486
"IA",22.3963071865629,"May",15.6999998092651
"IA",22.3963071865629,"June",20.8999996185303
"IA",22.3963071865629,"July",23.2999992370605
"IA",22.3963071865629,"August",21.7000007629395
"IA",22.3963071865629,"September",17.1000003814697
"IA",22.3963071865629,"October",10.6999998092651
"IA",22.3963071865629,"November",2.59999990463257
"IA",22.3963071865629,"December",-5.30000019073486
"KS",16.9076019879431,"January",-2.09999990463257
"KS",16.9076019879431,"February",0.800000011920929
"KS",16.9076019879431,"March",6
"KS",16.9076019879431,"April",12.3000001907349
"KS",16.9076019879431,"May",17.7999992370605
"KS",16.9076019879431,"June",23.2000007629395
"KS",16.9076019879431,"July",26.2000007629395
"KS",16.9076019879431,"August",25
"KS",16.9076019879431,"September",20.2000007629395
"KS",16.9076019879431,"October",13.8000001907349
"KS",16.9076019879431,"November",5.90000009536743
"KS",16.9076019879431,"December",-0.200000002980232
"KY",43.3617316895758,"January",0.200000002980232
"KY",43.3617316895758,"February",2.29999995231628
"KY",43.3617316895758,"March",7.5
"KY",43.3617316895758,"April",12.8999996185303
"KY",43.3617316895758,"May",17.7000007629395
"KY",43.3617316895758,"June",22.1000003814697
"KY",43.3617316895758,"July",24.2000007629395
"KY",43.3617316895758,"August",23.5
"KY",43.3617316895758,"September",20
"KY",43.3617316895758,"October",13.6999998092651
"KY",43.3617316895758,"November",7.90000009536743
"KY",43.3617316895758,"December",2.59999990463257
"LA",51.2786859563034,"January",9
"LA",51.2786859563034,"February",11
"LA",51.2786859563034,"March",15
"LA",51.2786859563034,"April",19.2999992370605
"LA",51.2786859563034,"May",22.8999996185303
"LA",51.2786859563034,"June",26.2999992370605
"LA",51.2786859563034,"July",27.6000003814697
"LA",51.2786859563034,"August",27.2999992370605
"LA",51.2786859563034,"September",24.7999992370605
"LA",51.2786859563034,"October",19.3999996185303
"LA",51.2786859563034,"November",14.5
"LA",51.2786859563034,"December",10.5
"ME",16.7287294658158,"January",-10.6999998092651
"ME",16.7287294658158,"February",-9.39999961853027
"ME",16.7287294658158,"March",-3.5
"ME",16.7287294658158,"April",3.59999990463257
"ME",16.7287294658158,"May",10.3000001907349
"ME",16.7287294658158,"June",15.6999998092651
"ME",16.7287294658158,"July",18.5
"ME",16.7287294658158,"August",17.5
"ME",16.7287294658158,"September",12.6000003814697
"ME",16.7287294658158,"October",6.69999980926514
"ME",16.7287294658158,"November",0.5
"ME",16.7287294658158,"December",-7.40000009536743
"MD",265.345710808039,"January",0.650000005960464
"MD",265.345710808039,"February",2
"MD",265.345710808039,"March",6.45000004768372
"MD",265.345710808039,"April",11.8999996185303
"MD",265.345710808039,"May",17.2999992370605
"MD",265.345710808039,"June",22
"MD",265.345710808039,"July",24.5
"MD",265.345710808039,"August",23.7000007629395
"MD",265.345710808039,"September",20.1000003814697
"MD",265.345710808039,"October",13.8999996185303
"MD",265.345710808039,"November",8.25
"MD",265.345710808039,"December",2.90000009536743
"MA",314.324846463326,"January",-4.79999995231628
"MA",314.324846463326,"February",-3.59999990463257
"MA",314.324846463326,"March",1.55000001192093
"MA",314.324846463326,"April",7.54999995231628
"MA",314.324846463326,"May",13.3499999046326
"MA",314.324846463326,"June",18.3999996185303
"MA",314.324846463326,"July",21.2999992370605
"MA",314.324846463326,"August",20.25
"MA",314.324846463326,"September",15.9499998092651
"MA",314.324846463326,"October",10.1500000953674
"MA",314.324846463326,"November",4.59999990463257
"MA",314.324846463326,"December",-2.09999990463257
"MI",47.6667708953269,"January",-7.59999990463257
"MI",47.6667708953269,"February",-7.19999980926514
"MI",47.6667708953269,"March",-2.09999990463257
"MI",47.6667708953269,"April",5.19999980926514
"MI",47.6667708953269,"May",11.5
"MI",47.6667708953269,"June",16.6000003814697
"MI",47.6667708953269,"July",19.6000003814697
"MI",47.6667708953269,"August",18.6000003814697
"MI",47.6667708953269,"September",14.3999996185303
"MI",47.6667708953269,"October",8.60000038146973
"MI",47.6667708953269,"November",2.20000004768372
"MI",47.6667708953269,"December",-4.19999980926514
"MN",26.5653884060682,"January",-14.1000003814697
"MN",26.5653884060682,"February",-10.6999998092651
"MN",26.5653884060682,"March",-3.70000004768372
"MN",26.5653884060682,"April",5.30000019073486
"MN",26.5653884060682,"May",12.6000003814697
"MN",26.5653884060682,"June",17.7000007629395
"MN",26.5653884060682,"July",20.5
"MN",26.5653884060682,"August",19.2000007629395
"MN",26.5653884060682,"September",13.5
"MN",26.5653884060682,"October",7.19999980926514
"MN",26.5653884060682,"November",-1.89999997615814
"MN",26.5653884060682,"December",-10.6500000953674
"MS",26.4476765865687,"January",6.30000019073486
"MS",26.4476765865687,"February",8.5
"MS",26.4476765865687,"March",12.8999996185303
"MS",26.4476765865687,"April",17.6000003814697
"MS",26.4476765865687,"May",21.7000007629395
"MS",26.4476765865687,"June",25.3999996185303
"MS",26.4476765865687,"July",26.8999996185303
"MS",26.4476765865687,"August",26.5
"MS",26.4476765865687,"September",23.7000007629395
"MS",26.4476765865687,"October",17.6000003814697
"MS",26.4476765865687,"November",12.3999996185303
"MS",26.4476765865687,"December",8
"MO",33.7666731956528,"January",-1.60000002384186
"MO",33.7666731956528,"February",1.10000002384186
"MO",33.7666731956528,"March",6.80000019073486
"MO",33.7666731956528,"April",13.1000003814697
"MO",33.7666731956528,"May",17.8999996185303
"MO",33.7666731956528,"June",22.6000003814697
"MO",33.7666731956528,"July",25.2000007629395
"MO",33.7666731956528,"August",24.2000007629395
"MO",33.7666731956528,"September",20
"MO",33.7666731956528,"October",13.8000001907349
"MO",33.7666731956528,"November",7.09999990463257
"MO",33.7666731956528,"December",0.800000011920929
"MT",2.91632232242328,"January",-7.90000009536743
"MT",2.91632232242328,"February",-4.90000009536743
"MT",2.91632232242328,"March",-0.899999976158142
"MT",2.91632232242328,"April",5.59999990463257
"MT",2.91632232242328,"May",11.1999998092651
"MT",2.91632232242328,"June",15.8999996185303
"MT",2.91632232242328,"July",19.3999996185303
"MT",2.91632232242328,"August",18.7000007629395
"MT",2.91632232242328,"September",12.6999998092651
"MT",2.91632232242328,"October",7.09999990463257
"MT",2.91632232242328,"November",-1.20000004768372
"MT",2.91632232242328,"December",-6.59999990463257
"NE",9.45648807554086,"January",-5.59999990463257
"NE",9.45648807554086,"February",-2.59999990463257
"NE",9.45648807554086,"March",2
"NE",9.45648807554086,"April",9
"NE",9.45648807554086,"May",15
"NE",9.45648807554086,"June",20.5
"NE",9.45648807554086,"July",23.6000003814697
"NE",9.45648807554086,"August",22.2999992370605
"NE",9.45648807554086,"September",16.8999996185303
"NE",9.45648807554086,"October",10.3999996185303
"NE",9.45648807554086,"November",2
"NE",9.45648807554086,"December",-3.90000009536743
"NV",12.5495279847906,"January",-2
"NV",12.5495279847906,"February",0.600000023841858
"NV",12.5495279847906,"March",3.09999990463257
"NV",12.5495279847906,"April",6.69999980926514
"NV",12.5495279847906,"May",11.5
"NV",12.5495279847906,"June",16.6000003814697
"NV",12.5495279847906,"July",21
"NV",12.5495279847906,"August",19.8999996185303
"NV",12.5495279847906,"September",15.1000003814697
"NV",12.5495279847906,"October",9.30000019073486
"NV",12.5495279847906,"November",2.79999995231628
"NV",12.5495279847906,"December",-1.5
"NH",61.8544989502014,"January",-8.19999980926514
"NH",61.8544989502014,"February",-6.80000019073486
"NH",61.8544989502014,"March",-1.20000004768372
"NH",61.8544989502014,"April",5.19999980926514
"NH",61.8544989502014,"May",11.8000001907349
"NH",61.8544989502014,"June",16.7000007629395
"NH",61.8544989502014,"July",19.3999996185303
"NH",61.8544989502014,"August",18.2000007629395
"NH",61.8544989502014,"September",13.6999998092651
"NH",61.8544989502014,"October",7.80000019073486
"NH",61.8544989502014,"November",1.89999997615814
"NH",61.8544989502014,"December",-5.19999980926514
"NJ",463.184419572353,"January",-0.800000011920929
"NJ",463.184419572353,"February",0.450000002980232
"NJ",463.184419572353,"March",4.69999980926514
"NJ",463.184419572353,"April",10.1000003814697
"NJ",463.184419572353,"May",15.6000003814697
"NJ",463.184419572353,"June",20.7000007629395
"NJ",463.184419572353,"July",23.5
"NJ",463.184419572353,"August",22.7000007629395
"NJ",463.184419572353,"September",18.9499998092651
"NJ",463.184419572353,"October",12.9499998092651
"NJ",463.184419572353,"November",7.5
"NJ",463.184419572353,"December",1.75
"NM",7.45750655185085,"January",1.10000002384186
"NM",7.45750655185085,"February",3.29999995231628
"NM",7.45750655185085,"March",6.5
"NM",7.45750655185085,"April",10.8999996185303
"NM",7.45750655185085,"May",15.6000003814697
"NM",7.45750655185085,"June",20.7999992370605
"NM",7.45750655185085,"July",23.2000007629395
"NM",7.45750655185085,"August",21.8999996185303
"NM",7.45750655185085,"September",18.1000003814697
"NM",7.45750655185085,"October",12.3999996185303
"NM",7.45750655185085,"November",6
"NM",7.45750655185085,"December",1.70000004768372
"NY",156.5250069621,"January",-6.5
"NY",156.5250069621,"February",-5.59999990463257
"NY",156.5250069621,"March",-0.400000005960464
"NY",156.5250069621,"April",6.30000019073486
"NY",156.5250069621,"May",12.5500001907349
"NY",156.5250069621,"June",17.5
"NY",156.5250069621,"July",20.1000003814697
"NY",156.5250069621,"August",19.1000003814697
"NY",156.5250069621,"September",14.8999996185303
"NY",156.5250069621,"October",9
"NY",156.5250069621,"November",3.20000004768372
"NY",156.5250069621,"December",-3.5
"NC",92.5465372167912,"January",4.19999980926514
"NC",92.5465372167912,"February",5.80000019073486
"NC",92.5465372167912,"March",10.1000003814697
"NC",92.5465372167912,"April",15
"NC",92.5465372167912,"May",19.5
"NC",92.5465372167912,"June",23.5
"NC",92.5465372167912,"July",25.6000003814697
"NC",92.5465372167912,"August",25
"NC",92.5465372167912,"September",21.6000003814697
"NC",92.5465372167912,"October",15.6000003814697
"NC",92.5465372167912,"November",10.6000003814697
"NC",92.5465372167912,"December",5.90000009536743
"ND",4.2855257258962,"January",-13.8999996185303
"ND",4.2855257258962,"February",-10.3999996185303
"ND",4.2855257258962,"March",-3.5
"ND",4.2855257258962,"April",5.40000009536743
"ND",4.2855257258962,"May",12.3999996185303
"ND",4.2855257258962,"June",17.6000003814697
"ND",4.2855257258962,"July",20.7999992370605
"ND",4.2855257258962,"August",19.8499994277954
"ND",4.2855257258962,"September",13.6000003814697
"ND",4.2855257258962,"October",7.09999990463257
"ND",4.2855257258962,"November",-2.70000004768372
"ND",4.2855257258962,"December",-10.8999996185303
"OH",131.7012753792,"January",-3.79999995231628
"OH",131.7012753792,"February",-2.40000009536743
"OH",131.7012753792,"March",3.20000004768372
"OH",131.7012753792,"April",9.30000019073486
"OH",131.7012753792,"May",15.3999996185303
"OH",131.7012753792,"June",20.3999996185303
"OH",131.7012753792,"July",22.5
"OH",131.7012753792,"August",21.5
"OH",131.7012753792,"September",17.7999992370605
"OH",131.7012753792,"October",11.3999996185303
"OH",131.7012753792,"November",5.30000019073486
"OH",131.7012753792,"December",-0.899999976158142
"OK",23.3820437517069,"January",2.40000009536743
"OK",23.3820437517069,"February",5.19999980926514
"OK",23.3820437517069,"March",9.89999961853027
"OK",23.3820437517069,"April",15.6999998092651
"OK",23.3820437517069,"May",20.2000007629395
"OK",23.3820437517069,"June",24.8999996185303
"OK",23.3820437517069,"July",27.7000007629395
"OK",23.3820437517069,"August",27.1000003814697
"OK",23.3820437517069,"September",22.6000003814697
"OK",23.3820437517069,"October",16.5
"OK",23.3820437517069,"November",9.5
"OK",23.3820437517069,"December",4
"OR",15.3157422422354,"January",-2
"OR",15.3157422422354,"February",0.5
"OR",15.3157422422354,"March",2.79999995231628
"OR",15.3157422422354,"April",6
"OR",15.3157422422354,"May",9.89999961853027
"OR",15.3157422422354,"June",13.8999996185303
"OR",15.3157422422354,"July",17.3999996185303
"OR",15.3157422422354,"August",17.1000003814697
"OR",15.3157422422354,"September",13.1999998092651
"OR",15.3157422422354,"October",8.19999980926514
"OR",15.3157422422354,"November",2.20000004768372
"OR",15.3157422422354,"December",-1.5
"PA",112.125981852637,"January",-4.40000009536743
"PA",112.125981852637,"February",-3.09999990463257
"PA",112.125981852637,"March",2.20000004768372
"PA",112.125981852637,"April",8.19999980926514
"PA",112.125981852637,"May",13.8999996185303
"PA",112.125981852637,"June",18.5
"PA",112.125981852637,"July",20.8999996185303
"PA",112.125981852637,"August",20
"PA",112.125981852637,"September",16.2000007629395
"PA",112.125981852637,"October",10.1000003814697
"PA",112.125981852637,"November",4.5
"PA",112.125981852637,"December",-1.60000002384186
"RI",393.405830383301,"January",-2.79999995231628
"RI",393.405830383301,"February",-2
"RI",393.405830383301,"March",2.5
"RI",393.405830383301,"April",7.80000019073486
"RI",393.405830383301,"May",13.3000001907349
"RI",393.405830383301,"June",18.2999992370605
"RI",393.405830383301,"July",21.5
"RI",393.405830383301,"August",20.7999992370605
"RI",393.405830383301,"September",16.7000007629395
"RI",393.405830383301,"October",11
"RI",393.405830383301,"November",5.80000019073486
"RI",393.405830383301,"December",-0.200000002980232
"SC",71.1123473440954,"January",6.45000004768372
"SC",71.1123473440954,"February",8.19999980926514
"SC",71.1123473440954,"March",12.3000001907349
"SC",71.1123473440954,"April",16.8999996185303
"SC",71.1123473440954,"May",21.2999992370605
"SC",71.1123473440954,"June",24.8999996185303
"SC",71.1123473440954,"July",26.7000007629395
"SC",71.1123473440954,"August",26
"SC",71.1123473440954,"September",23
"SC",71.1123473440954,"October",17.1500005722046
"SC",71.1123473440954,"November",12.25
"SC",71.1123473440954,"December",7.80000019073486
"SD",4.46370790130395,"January",-9.19999980926514
"SD",4.46370790130395,"February",-6
"SD",4.46370790130395,"March",-0.300000011920929
"SD",4.46370790130395,"April",7.40000009536743
"SD",4.46370790130395,"May",13.8000001907349
"SD",4.46370790130395,"June",19.2000007629395
"SD",4.46370790130395,"July",22.8999996185303
"SD",4.46370790130395,"August",21.7000007629395
"SD",4.46370790130395,"September",15.6999998092651
"SD",4.46370790130395,"October",9
"SD",4.46370790130395,"November",0.200000002980232
"SD",4.46370790130395,"December",-7
"TN",67.3514973754771,"January",1.89999997615814
"TN",67.3514973754771,"February",4
"TN",67.3514973754771,"March",9.10000038146973
"TN",67.3514973754771,"April",14.3000001907349
"TN",67.3514973754771,"May",18.7000007629395
"TN",67.3514973754771,"June",22.8999996185303
"TN",67.3514973754771,"July",24.8999996185303
"TN",67.3514973754771,"August",24.2999992370605
"TN",67.3514973754771,"September",20.8999996185303
"TN",67.3514973754771,"October",14.6000003814697
"TN",67.3514973754771,"November",9
"TN",67.3514973754771,"December",4
"TX",46.3733024601019,"January",7.09999990463257
"TX",46.3733024601019,"February",9.39999961853027
"TX",46.3733024601019,"March",13.6999998092651
"TX",46.3733024601019,"April",18.6000003814697
"TX",46.3733024601019,"May",22.5
"TX",46.3733024601019,"June",26.2000007629395
"TX",46.3733024601019,"July",28.1000003814697
"TX",46.3733024601019,"August",27.7999992370605
"TX",46.3733024601019,"September",24.2000007629395
"TX",46.3733024601019,"October",18.7000007629395
"TX",46.3733024601019,"November",12.8000001907349
"TX",46.3733024601019,"December",8.30000019073486
"UT",17.1382022465909,"January",-3.70000004768372
"UT",17.1382022465909,"February",-0.699999988079071
"UT",17.1382022465909,"March",3
"UT",17.1382022465909,"April",7.59999990463257
"UT",17.1382022465909,"May",12.6999998092651
"UT",17.1382022465909,"June",18.0500001907349
"UT",17.1382022465909,"July",22.2000007629395
"UT",17.1382022465909,"August",21
"UT",17.1382022465909,"September",15.8999996185303
"UT",17.1382022465909,"October",9.5
"UT",17.1382022465909,"November",2.5
"UT",17.1382022465909,"December",-2.79999995231628
"VT",30.6644546104514,"January",-9.10000038146973
"VT",30.6644546104514,"February",-7.79999995231628
"VT",30.6644546104514,"March",-2.20000004768372
"VT",30.6644546104514,"April",4.75
"VT",30.6644546104514,"May",11.5
"VT",30.6644546104514,"June",16.2999992370605
"VT",30.6644546104514,"July",18.8999996185303
"VT",30.6644546104514,"August",17.6000003814697
"VT",30.6644546104514,"September",13.3000001907349
"VT",30.6644546104514,"October",7.30000019073486
"VT",30.6644546104514,"November",1.29999995231628
"VT",30.6644546104514,"December",-5.95000004768372
"VA",97.7056687725915,"January",1.29999995231628
"VA",97.7056687725915,"February",2.90000009536743
"VA",97.7056687725915,"March",7.54999995231628
"VA",97.7056687725915,"April",12.8499999046326
"VA",97.7056687725915,"May",17.6500005722046
"VA",97.7056687725915,"June",22
"VA",97.7056687725915,"July",24.2999992370605
"VA",97.7056687725915,"August",23.5500001907349
"VA",97.7056687725915,"September",19.8999996185303
"VA",97.7056687725915,"October",13.6999998092651
"VA",97.7056687725915,"November",8.39999961853027
"VA",97.7056687725915,"December",3.29999995231628
"WA",40.4634967913225,"January",-2.09999990463257
"WA",40.4634967913225,"February",0.800000011920929
"WA",40.4634967913225,"March",3.70000004768372
"WA",40.4634967913225,"April",7.40000009536743
"WA",40.4634967913225,"May",11.1000003814697
"WA",40.4634967913225,"June",14.5500001907349
"WA",40.4634967913225,"July",17.3999996185303
"WA",40.4634967913225,"August",17.3499994277954
"WA",40.4634967913225,"September",13.9499998092651
"WA",40.4634967913225,"October",8.5
"WA",40.4634967913225,"November",2.29999995231628
"WA",40.4634967913225,"December",-1.39999997615814
"WV",29.3996754124051,"January",-1.60000002384186
"WV",29.3996754124051,"February",-0.100000001490116
"WV",29.3996754124051,"March",5.19999980926514
"WV",29.3996754124051,"April",10.3999996185303
"WV",29.3996754124051,"May",15.5
"WV",29.3996754124051,"June",19.7000007629395
"WV",29.3996754124051,"July",21.8999996185303
"WV",29.3996754124051,"August",21.2999992370605
"WV",29.3996754124051,"September",17.7000007629395
"WV",29.3996754124051,"October",11.5
"WV",29.3996754124051,"November",6.09999990463257
"WV",29.3996754124051,"December",0.899999976158142
"WI",47.2047203404257,"January",-10.8000001907349
"WI",47.2047203404257,"February",-8
"WI",47.2047203404257,"March",-1.29999995231628
"WI",47.2047203404257,"April",6.5
"WI",47.2047203404257,"May",12.8999996185303
"WI",47.2047203404257,"June",18
"WI",47.2047203404257,"July",20.7999992370605
"WI",47.2047203404257,"August",19.5
"WI",47.2047203404257,"September",14.8000001907349
"WI",47.2047203404257,"October",8.69999980926514
"WI",47.2047203404257,"November",0.699999988079071
"WI",47.2047203404257,"December",-7.40000009536743
"WY",2.54169884138445,"January",-7.09999990463257
"WY",2.54169884138445,"February",-4.5
"WY",2.54169884138445,"March",-1.10000002384186
"WY",2.54169884138445,"April",4.19999980926514
"WY",2.54169884138445,"May",9.60000038146973
"WY",2.54169884138445,"June",15
"WY",2.54169884138445,"July",19.1000003814697
"WY",2.54169884138445,"August",17.8999996185303
"WY",2.54169884138445,"September",12.5
"WY",2.54169884138445,"October",6.5
"WY",2.54169884138445,"November",-0.899999976158142
"WY",2.54169884138445,"December",-6.09999990463257
